,pc1,BoringDetails,JobSecurity,RightWrongWay,DifficultCommunication,Type
25142,0.3663852828608544,2,3,1,5,Web developer
25144,0.10351049381009496,3,5,1,1,Web developer
25175,0.6519025769438392,3,4,2,2,Web developer
25200,0.7999480775414544,2,3,2,1,Web developer
25209,-1.3323139442691638,2,4,3,2,Web developer
25210,0.2337150018314483,2,5,5,2,Web developer
25218,0.6519025769438392,3,4,3,2,Web developer
25247,1.218135652653845,3,3,4,3,Web developer
25248,-0.9141263691567726,2,4,3,2,Web developer
25249,0.6186863647993688,5,5,3,2,Web developer
25251,1.297282955954466,3,5,2,3,Web developer
25253,-0.7839218611354192,4,3,4,4,Web developer
25259,-0.7660808685591572,3,2,1,2,Web developer
25278,1.6363232277662363,3,4,5,2,Web developer
25279,-0.7660808685591572,2,4,2,3,Web developer
25295,0.6697435695201008,3,4,2,2,Web developer
25311,0.5216980689224859,3,5,1,1,Web developer
25316,2.6053686590204244,3,1,3,2,Web developer
25340,-0.7660808685591572,3,5,4,1,Web developer
25341,0.08566950123383324,2,3,4,2,Web developer
25349,-1.3323139442691638,1,2,1,1,Web developer
25358,0.6519025769438392,2,4,3,2,Web developer
25360,-0.33251807387855764,5,4,1,4,Web developer
25366,-0.2176887854254132,4,5,4,3,Web developer
25372,1.9145732363852042,3,5,5,1,Web developer
25375,1.315123948530728,2,4,3,2,Web developer
25380,0.7999480775414544,3,5,3,2,Web developer
25392,0.5216980689224859,2,3,3,2,Web developer
25397,0.2337150018314483,3,4,2,5,Web developer
25411,-1.3323139442691638,2,3,4,2,Web developer
25490,-1.3323139442691638,3,5,3,3,Web developer
25492,-0.7660808685591572,2,4,2,1,Web developer
25513,0.6519025769438392,2,5,2,3,Web developer
25526,1.218135652653845,2,4,4,2,Web developer
25534,0.7029597816645713,1,4,2,3,Web developer
25552,-0.011318794643049641,4,4,4,2,Web developer
25564,0.2337150018314483,4,3,2,2,Web developer
25568,0.6519025769438392,2,4,4,2,Web developer
25570,-1.3323139442691638,2,5,5,4,Web developer
25581,-1.3323139442691638,4,4,3,4,Web developer
25602,1.0700901520562303,4,2,4,2,Web developer
25609,-0.23552977800167496,2,4,2,2,Web developer
25620,-0.7660808685591572,2,4,4,2,Web developer
25629,0.2004987896869778,2,3,2,3,Web developer
25686,-0.31467708130229605,3,4,3,2,Web developer
25699,0.10351049381009496,2,3,3,2,Web developer
25739,0.330703297708331,3,5,3,2,Web developer
25751,-0.31467708130229605,3,3,3,1,Web developer
25817,0.7999480775414544,3,4,2,3,Web developer
25823,0.6519025769438392,2,5,2,1,Web developer
25828,-0.7660808685591572,3,3,3,2,Web developer
25953,0.2337150018314483,1,4,2,2,Web developer
25986,-1.3323139442691638,3,5,5,2,Web developer
25987,0.2337150018314483,4,4,2,2,Web developer
25997,0.2004987896869778,2,4,1,2,Web developer
25998,0.10351049381009496,4,4,2,4,Web developer
26001,2.18471531089998,3,4,3,1,Web developer
26024,0.10351049381009496,2,4,4,2,Web developer
26027,-0.9141263691567726,2,4,1,2,Web developer
26045,-1.3323139442691638,2,5,4,3,Web developer
26055,1.218135652653845,3,4,5,3,Web developer
26072,-0.880910157012302,3,4,4,2,Web developer
26081,-1.3323139442691638,1,1,3,2,Web developer
26083,-1.3323139442691638,2,3,3,1,Web developer
26091,-0.7660808685591572,2,1,3,2,Web developer
26106,-0.7660808685591572,4,5,2,1,Web developer
26141,2.7509483866099864,2,3,4,2,Web developer
26168,0.6519025769438392,2,4,2,3,Web developer
26182,1.315123948530728,3,4,1,3,Web developer
26208,2.3149198189213336,2,5,1,2,Web developer
26259,-0.7660808685591572,4,5,2,1,Web developer
26282,-0.7839218611354192,3,4,4,2,Web developer
26298,0.08566950123383324,3,4,3,2,Web developer
26310,-1.3323139442691638,2,5,2,2,Web developer
26326,0.08566950123383324,5,4,4,2,Web developer
26331,0.6519025769438392,3,3,2,2,Web developer
26337,1.748686743211327,3,4,2,3,Web developer
26339,-1.3323139442691638,3,4,1,2,Web developer
26349,0.6519025769438392,2,2,2,1,Web developer
26365,1.218135652653845,2,4,4,2,Web developer
26368,-0.7660808685591572,1,4,2,2,Web developer
26396,1.7997439479320598,3,4,2,2,Web developer
26416,-1.3323139442691638,2,5,5,1,Web developer
26417,-1.3323139442691638,3,4,4,2,Web developer
26421,-0.7839218611354192,2,4,3,2,Web developer
26422,-0.31467708130229605,2,5,2,2,Web developer
26463,-1.3323139442691638,2,5,2,1,Web developer
26466,0.6519025769438392,2,4,4,2,Web developer
26480,0.0702942816656245,2,4,3,3,Web developer
26490,-1.3323139442691638,5,3,4,2,Web developer
26494,0.6519025769438392,2,4,4,3,Web developer
26500,-1.3323139442691638,2,4,5,2,Web developer
26502,0.2337150018314483,2,5,2,2,Web developer
26510,-0.7660808685591572,4,4,4,3,Web developer
26516,0.7821070849651927,2,3,2,2,Web developer
26526,-0.31467708130229605,4,4,3,2,Web developer
26557,-0.462722581899911,4,5,2,1,Web developer
26599,0.6519025769438392,2,2,3,2,Web developer
26606,0.25155599440771,3,4,3,3,Web developer
26618,-0.7839218611354192,2,5,5,1,Web developer
26642,-0.9141263691567726,2,4,4,2,Web developer
26649,0.2337150018314483,3,4,4,2,Web developer
26697,1.7333115236431191,4,4,3,3,Web developer
26712,-0.9141263691567726,3,5,3,5,Web developer
26715,-0.7839218611354192,2,3,3,4,Web developer
26717,0.10351049381009496,3,2,2,2,Web developer
26745,-0.31467708130229605,2,4,4,2,Web developer
26746,0.2337150018314483,3,5,3,2,Web developer
26760,1.4810104417046042,1,4,5,4,Web developer
26777,1.6184822351899744,3,4,1,2,Web developer
26779,0.330703297708331,3,4,3,2,Web developer
26787,-0.9141263691567726,5,4,4,2,Web developer
26794,3.6359149685474472,3,3,2,3,Web developer
26799,1.0700901520562303,4,4,3,2,Web developer
26807,-0.2176887854254132,3,5,2,2,Web developer
26815,-0.2176887854254132,5,3,5,1,Web developer
26847,-0.7660808685591572,3,4,5,2,Web developer
26879,0.6519025769438392,2,4,3,1,Web developer
26889,0.3485442902845928,4,4,4,2,Web developer
26905,-0.9141263691567726,2,2,5,1,Web developer
26924,-0.04453500678752002,2,3,3,1,Web developer
26934,-0.2176887854254132,2,4,2,2,Web developer
26946,0.3485442902845928,3,4,3,3,Web developer
26949,2.1668743183237185,5,3,3,2,Web developer
26984,-0.19984779284915144,1,5,2,1,Web developer
26985,2.069886022446836,2,4,3,2,Web developer
26986,0.6519025769438392,3,4,1,2,Web developer
27030,0.330703297708331,4,5,4,4,Web developer
27031,1.6363232277662363,2,4,3,3,Web developer
27057,-0.7839218611354192,3,4,4,4,Web developer
27059,-0.880910157012302,2,4,2,1,Web developer
27069,-0.7660808685591572,2,4,1,2,Web developer
27072,-0.7660808685591572,1,3,1,2,Web developer
27080,-1.3323139442691638,3,4,4,1,Web developer
27090,1.2002946600775835,3,4,5,3,Web developer
27098,0.10351049381009496,1,3,4,2,Web developer
27119,-0.7660808685591572,2,4,2,2,Web developer
27134,1.218135652653845,3,3,3,2,Web developer
27135,-1.3323139442691638,1,1,5,1,Web developer
27191,1.0700901520562303,3,3,5,2,Web developer
27216,2.7841645987544568,3,4,5,2,Web developer
27246,-0.36573428602302815,4,2,2,2,Web developer
27250,-0.3478932934467664,4,3,3,2,Web developer
27257,0.6697435695201008,3,4,2,2,Web developer
27265,-1.3323139442691638,1,4,5,1,Web developer
27284,0.6519025769438392,4,4,4,2,Web developer
27315,0.7488908728207221,2,4,2,3,Web developer
27318,0.5549142810669564,3,4,4,1,Web developer
27332,-1.3323139442691638,2,4,2,2,Web developer
27333,-0.31467708130229605,3,3,3,2,Web developer
27336,-0.7660808685591572,3,4,5,2,Web developer
27349,0.2337150018314483,2,4,2,2,Web developer
27358,0.2004987896869778,3,4,4,2,Web developer
27360,-1.3323139442691638,4,4,2,2,Web developer
27414,1.863516031664472,3,4,2,4,Web developer
27425,-0.2176887854254132,3,5,5,3,Web developer
27430,-1.3323139442691638,2,3,2,1,Web developer
27443,-0.7660808685591572,2,5,2,2,Web developer
27459,0.8969363734183372,1,4,3,1,Web developer
27497,1.3483401606751986,2,3,3,2,Web developer
27527,0.6519025769438392,3,3,5,4,Web developer
27552,0.6519025769438392,4,4,4,3,Web developer
27573,1.218135652653845,4,4,3,2,Web developer
27577,0.6519025769438392,3,3,3,2,Web developer
27586,-0.23552977800167496,1,3,1,4,Web developer
27587,0.10351049381009496,2,4,2,2,Web developer
27595,0.6519025769438392,2,4,4,2,Web developer
27597,-0.9141263691567726,2,5,4,2,Web developer
27604,0.6519025769438392,3,4,3,2,Web developer
27607,-0.7660808685591572,2,4,2,1,Web developer
27609,-1.3323139442691638,4,2,4,1,Web developer
27610,-0.2176887854254132,2,3,2,2,Web developer
27631,-0.9141263691567726,3,4,2,2,Web developer
27657,0.10351049381009496,5,3,4,2,Web developer
27686,1.0700901520562303,3,3,2,2,Web developer
27714,-0.462722581899911,4,5,5,2,Web developer
27728,1.0700901520562303,2,4,3,2,Web developer
27729,0.0702942816656245,3,3,3,3,Web developer
27730,0.10351049381009496,4,4,3,3,Web developer
27742,1.6695394399107062,3,5,3,2,Web developer
27755,-1.3323139442691638,4,2,3,3,Web developer
27767,0.08566950123383324,4,4,3,2,Web developer
27769,-1.3323139442691638,3,4,3,2,Web developer
27770,-0.7660808685591572,2,5,4,2,Web developer
27808,-1.3323139442691638,2,5,3,3,Web developer
27809,-0.33251807387855764,3,4,2,3,Web developer
27837,-0.31467708130229605,4,2,3,3,Web developer
27852,-0.7839218611354192,4,4,4,3,Web developer
27873,-1.3323139442691638,3,3,3,2,Web developer
27882,-1.3323139442691638,1,4,4,1,Web developer
27892,0.7999480775414544,2,3,3,1,Web developer
27915,-1.3323139442691638,2,5,3,1,Web developer
27919,-1.3323139442691638,1,4,4,1,Web developer
27920,-1.3323139442691638,2,3,4,2,Web developer
27942,0.2337150018314483,3,2,3,3,Web developer
27950,1.2513518647983157,3,5,4,3,Web developer
27988,-0.31467708130229605,4,5,3,3,Web developer
27991,0.3485442902845928,2,5,2,5,Web developer
27992,0.2337150018314483,3,3,3,2,Web developer
27996,2.9143691067758097,3,5,2,2,Web developer
28002,0.10351049381009496,4,4,3,2,Web developer
28017,-1.3323139442691638,1,4,1,2,Web developer
28045,0.330703297708331,4,5,2,4,Web developer
28058,-0.36573428602302815,2,4,2,3,Web developer
28072,1.218135652653845,2,4,4,2,Web developer
28118,-1.3323139442691638,2,4,3,4,Web developer
28122,-1.3323139442691638,2,4,4,3,Web developer
28130,1.2002946600775835,2,5,4,2,Web developer
28145,-0.3478932934467664,2,4,5,3,Web developer
28153,-0.7660808685591572,2,4,2,1,Web developer
28157,-1.3323139442691638,1,5,2,1,Web developer
28172,0.25155599440771,2,4,2,1,Web developer
28180,0.7999480775414544,2,5,3,2,Web developer
28185,2.669335310301312,2,4,5,2,Web developer
28212,0.6519025769438392,3,3,3,2,Web developer
28227,-0.7660808685591572,2,5,2,1,Web developer
28228,0.2004987896869778,2,4,3,2,Web developer
28301,-0.2176887854254132,4,5,2,2,Web developer
28312,1.7665277357875893,2,5,3,2,Web developer
28334,0.6519025769438392,4,4,4,1,Web developer
28365,1.218135652653845,3,5,4,3,Web developer
28426,-0.7660808685591572,2,5,4,2,Web developer
28444,-0.7660808685591572,1,4,1,2,Web developer
28454,-0.7660808685591572,3,4,3,3,Web developer
28489,-0.2176887854254132,3,4,2,1,Web developer
28505,-1.3323139442691638,3,5,2,2,Web developer
28540,0.2337150018314483,1,4,3,3,Web developer
28611,-0.4959387940443814,1,5,5,2,Web developer
28615,-0.7839218611354192,3,3,3,4,Web developer
28622,1.218135652653845,3,2,2,3,Web developer
28658,-0.7660808685591572,2,4,4,3,Web developer
28684,-0.7660808685591572,2,5,4,1,Web developer
28698,0.6519025769438392,3,3,4,3,Web developer
28723,-1.3323139442691638,3,5,5,3,Web developer
28724,0.08566950123383324,3,4,4,2,Web developer
28740,1.218135652653845,3,4,4,4,Web developer
28753,0.6519025769438392,4,4,4,4,Web developer
28767,-0.31467708130229605,2,4,4,2,Web developer
28782,1.7665277357875893,3,4,3,3,Web developer
28809,-1.3323139442691638,2,3,2,2,Web developer
28824,0.6519025769438392,2,4,3,1,Web developer
28837,0.08566950123383324,3,4,4,4,Web developer
28847,-0.880910157012302,3,4,2,2,Web developer
28852,0.2004987896869778,2,4,2,3,Web developer
28858,-1.3323139442691638,5,5,3,3,Web developer
28860,-0.7660808685591572,2,3,4,2,Web developer
28874,-0.07775121893199055,4,3,3,2,Web developer
28915,0.2004987896869778,3,5,4,3,Web developer
28920,0.6519025769438392,4,3,4,2,Web developer
28953,0.2004987896869778,2,3,3,2,Web developer
28963,0.2004987896869778,2,4,5,2,Web developer
28965,-0.36573428602302815,4,4,5,2,Web developer
28966,0.10351049381009496,2,4,3,2,Web developer
28967,-0.7839218611354192,2,3,2,2,Web developer
28975,0.6519025769438392,4,4,3,3,Web developer
28985,-0.31467708130229605,2,3,4,2,Web developer
28998,-0.2176887854254132,1,5,3,3,Web developer
29006,-0.462722581899911,4,3,3,4,Web developer
29012,0.25155599440771,3,4,5,2,Web developer
29021,0.10351049381009496,3,3,3,3,Web developer
29038,0.6519025769438392,4,4,3,4,Web developer
29046,-0.7660808685591572,4,4,3,2,Web developer
29060,0.330703297708331,3,5,5,1,Web developer
29061,-0.7660808685591572,3,4,3,4,Web developer
29062,-0.7660808685591572,3,4,2,4,Web developer
29067,0.6519025769438392,3,3,3,2,Web developer
29068,-1.3323139442691638,3,5,3,2,Web developer
29179,-0.31467708130229605,4,4,4,3,Web developer
29181,-0.31467708130229605,2,4,2,2,Web developer
29189,1.6695394399107062,4,4,3,2,Web developer
29201,-0.7660808685591572,4,5,3,3,Web developer
29229,-1.3323139442691638,1,5,5,1,Web developer
29232,1.6363232277662363,2,2,2,3,Web developer
29235,1.218135652653845,3,3,1,2,Web developer
29247,0.6519025769438392,2,3,3,2,Web developer
29304,0.6519025769438392,4,5,2,2,Web developer
29313,-0.7839218611354192,2,4,4,3,Web developer
29319,0.2337150018314483,3,3,3,2,Web developer
29336,2.138784219743829,3,3,1,5,Web developer
29350,1.6363232277662363,2,3,4,2,Web developer
29353,0.10351049381009496,3,4,2,2,Web developer
29370,0.6519025769438392,2,3,3,2,Web developer
29420,0.7667318653969837,2,4,3,2,Web developer
29426,0.7667318653969837,3,4,3,2,Web developer
29445,0.6851187890883096,4,2,2,2,Web developer
29457,-1.3323139442691638,4,5,3,2,Web developer
29469,-0.31467708130229605,2,5,3,3,Web developer
29478,-0.19984779284915144,2,3,4,3,Web developer
29494,-0.31467708130229605,2,4,3,3,Web developer
29508,-0.4959387940443814,2,3,3,2,Web developer
29517,0.2337150018314483,2,5,3,2,Web developer
29554,1.1033063642007006,2,4,4,3,Web developer
29566,-0.7660808685591572,2,1,5,2,Web developer
29573,-0.7839218611354192,2,3,2,2,Web developer
29597,0.2004987896869778,3,4,4,3,Web developer
29604,1.0700901520562303,2,3,1,2,Web developer
29618,-0.3478932934467664,4,5,4,3,Web developer
29620,2.2179315230444505,2,3,2,2,Web developer
29629,-0.3478932934467664,2,5,2,2,Web developer
29644,-1.3323139442691638,3,4,5,1,Web developer
29655,-1.3323139442691638,2,5,2,4,Web developer
29657,-0.2176887854254132,3,3,4,2,Web developer
29664,-0.7660808685591572,2,3,2,2,Web developer
29665,-1.3323139442691638,5,5,5,1,Web developer
29669,0.0702942816656245,2,5,2,3,Web developer
29671,-0.2176887854254132,2,4,2,2,Web developer
29677,-1.3323139442691638,3,4,5,1,Web developer
29688,-0.7660808685591572,2,5,2,2,Web developer
29721,2.18471531089998,4,4,5,3,Web developer
29727,0.6851187890883096,4,1,3,2,Web developer
29753,0.6519025769438392,3,4,2,2,Web developer
29760,-0.2176887854254132,5,2,3,2,Web developer
29767,-0.9141263691567726,3,5,3,2,Web developer
29769,-0.7839218611354192,2,3,2,2,Web developer
29778,-0.31467708130229605,3,2,3,1,Web developer
29780,-0.2176887854254132,2,5,2,1,Web developer
29782,0.2004987896869778,4,2,2,4,Web developer
29789,1.8813570242407338,2,4,3,2,Web developer
29792,-0.7660808685591572,4,5,5,2,Web developer
29814,-0.7660808685591572,2,5,2,1,Web developer
29816,0.10351049381009496,3,2,3,3,Web developer
29820,1.3483401606751986,3,4,5,2,Web developer
29823,0.7667318653969837,1,3,4,2,Web developer
29826,-0.2176887854254132,2,5,3,2,Web developer
29843,-1.3323139442691638,4,5,3,3,Web developer
29858,0.2337150018314483,3,4,5,2,Web developer
29860,0.10351049381009496,2,3,3,2,Web developer
29944,1.7665277357875893,3,4,2,2,Web developer
29950,0.2337150018314483,2,5,3,2,Web developer
29975,-1.3323139442691638,2,5,1,2,Web developer
29985,0.2337150018314483,2,3,3,2,Web developer
29986,0.7999480775414544,3,4,2,3,Web developer
29996,-0.880910157012302,3,1,2,3,Web developer
29999,1.2513518647983157,3,4,3,3,Web developer
30008,-1.3323139442691638,3,4,2,3,Web developer
30018,1.7665277357875893,2,3,1,2,Web developer
30034,1.7333115236431191,2,4,3,2,Web developer
30056,-1.3323139442691638,1,5,2,1,Web developer
30072,-0.880910157012302,1,4,5,1,Web developer
30104,-0.880910157012302,2,5,4,2,Web developer
30133,0.6519025769438392,3,4,3,2,Web developer
30159,-0.31467708130229605,4,5,4,2,Web developer
30172,0.6519025769438392,3,2,2,2,Web developer
30196,1.424505643436209,3,5,3,4,Web developer
30209,-1.3323139442691638,2,5,5,2,Web developer
30215,0.7667318653969837,3,3,3,3,Web developer
30216,1.2794419633782046,2,4,4,1,Web developer
30220,-0.880910157012302,2,4,5,1,Web developer
30222,-0.7839218611354192,4,1,2,2,Web developer
30242,-0.7660808685591572,3,5,5,2,Web developer
30269,0.3485442902845928,3,5,2,3,Web developer
30274,-1.3323139442691638,2,4,4,2,Web developer
30305,-1.3323139442691638,3,2,3,2,Web developer
30362,2.6361190981568416,3,3,3,3,Web developer
30364,0.5549142810669564,2,4,5,2,Web developer
30371,-1.3323139442691638,4,2,1,1,Web developer
30383,-1.3323139442691638,5,5,1,1,Web developer
30385,-1.3323139442691638,2,5,4,1,Web developer
30395,1.7665277357875893,2,4,4,3,Web developer
30405,-1.3323139442691638,3,3,2,3,Web developer
30424,-1.3323139442691638,3,4,4,2,Web developer
30425,1.2002946600775835,3,4,4,3,Web developer
30427,2.6361190981568416,3,3,3,3,Web developer
30453,0.6519025769438392,3,5,2,4,Web developer
30461,0.6519025769438392,4,4,4,4,Web developer
30472,-0.2176887854254132,3,4,2,4,Web developer
30473,-0.880910157012302,2,3,2,1,Web developer
30477,2.069886022446836,3,3,4,4,Web developer
30485,1.7665277357875893,2,3,4,2,Web developer
30516,0.6519025769438392,1,3,2,2,Web developer
30519,0.6519025769438392,3,5,4,2,Web developer
30534,0.21587400925518652,3,4,2,2,Web developer
30570,0.10351049381009496,2,4,4,2,Web developer
30579,0.6519025769438392,4,4,4,3,Web developer
30621,-1.3323139442691638,1,5,5,1,Web developer
30627,0.6519025769438392,1,4,4,3,Web developer
30634,-1.3323139442691638,3,5,5,4,Web developer
30657,1.863516031664472,2,5,3,2,Web developer
30666,0.6519025769438392,3,3,3,2,Web developer
30675,-0.7660808685591572,2,4,3,2,Web developer
30706,-1.3323139442691638,2,4,2,1,Web developer
30752,1.0700901520562303,4,4,4,3,Web developer
30790,1.315123948530728,3,5,4,2,Web developer
30805,-0.3478932934467664,3,4,5,2,Web developer
30808,-0.23552977800167496,3,4,3,2,Web developer
30817,0.6519025769438392,3,4,2,3,Web developer
30851,1.7843687283638512,2,2,2,3,Web developer
30909,0.08566950123383324,3,4,5,4,Web developer
30910,0.6519025769438392,2,3,4,3,Web developer
30912,1.0700901520562303,3,4,3,2,Web developer
30922,-0.462722581899911,2,5,5,3,Web developer
30951,-0.31467708130229605,2,3,3,2,Web developer
30964,-0.7839218611354192,1,4,5,2,Web developer
30973,-0.7660808685591572,2,2,4,1,Web developer
30979,-1.3323139442691638,2,4,3,2,Web developer
31024,-0.31467708130229605,2,1,2,1,Web developer
31029,0.08566950123383324,3,3,5,1,Web developer
31047,3.202352173866848,4,3,2,2,Web developer
