,pc1,BoringDetails,JobSecurity,RightWrongWay,DifficultCommunication,Type
50523,-1.3323139442691638,3,5,1,2,Web developer
50527,-0.7839218611354192,3,3,3,2,Web developer
50537,-0.3478932934467664,2,4,4,3,Web developer
50572,1.0700901520562303,4,4,4,3,Web developer
50576,-1.3323139442691638,3,2,5,2,Web developer
50590,-0.2176887854254132,2,2,2,3,Web developer
50596,-0.9141263691567726,1,3,5,1,Web developer
50602,-0.36573428602302815,2,3,3,2,Web developer
50606,-1.3323139442691638,4,3,2,2,Web developer
50627,0.2337150018314483,2,3,2,2,Web developer
50632,-0.3478932934467664,2,5,2,2,Web developer
50655,-0.36573428602302815,4,2,4,3,Web developer
50657,-0.19984779284915144,2,3,5,4,Web developer
50679,-0.4959387940443814,1,5,5,2,Web developer
50686,-1.3323139442691638,2,4,2,3,Web developer
50693,-0.7660808685591572,2,4,1,2,Web developer
50698,-0.3478932934467664,4,4,3,4,Web developer
50710,-1.3323139442691638,4,5,5,1,Web developer
50746,-0.2176887854254132,4,4,3,2,Web developer
50803,-0.04453500678752002,1,5,4,2,Web developer
50840,-0.7839218611354192,1,2,1,2,Web developer
50855,-1.3323139442691638,3,5,3,1,Web developer
50858,1.0522491594799686,3,4,2,3,Web developer
50860,-1.3323139442691638,2,3,2,2,Web developer
50861,-1.3323139442691638,3,4,5,1,Web developer
50873,-0.2176887854254132,2,4,3,2,Web developer
50882,0.6519025769438392,5,4,1,2,Web developer
50883,-1.3323139442691638,1,5,2,1,Web developer
50911,-0.36573428602302815,4,4,2,2,Web developer
50914,-1.3323139442691638,1,3,5,3,Web developer
50918,0.6519025769438392,4,3,5,4,Web developer
50932,-0.880910157012302,2,3,5,2,Web developer
50953,-0.880910157012302,4,5,4,3,Web developer
50996,0.2004987896869778,3,3,4,1,Web developer
51000,-0.9141263691567726,2,3,3,3,Web developer
51010,0.2004987896869778,4,3,2,2,Web developer
51027,0.3663852828608544,2,2,3,2,Web developer
51041,2.069886022446836,3,4,4,4,Web developer
51056,-0.2176887854254132,2,4,5,2,Web developer
51058,-0.462722581899911,2,4,3,3,Web developer
51067,0.6186863647993688,3,4,5,2,Web developer
51068,-0.9141263691567726,3,4,4,3,Web developer
51071,0.7999480775414544,3,4,2,3,Web developer
51097,-1.3323139442691638,2,4,5,3,Web developer
51099,-1.3323139442691638,2,4,2,3,Web developer
51103,0.6697435695201008,2,4,4,2,Web developer
51107,-1.3323139442691638,2,3,1,3,Web developer
51136,0.2337150018314483,3,3,3,2,Web developer
51148,-1.3323139442691638,2,3,1,2,Web developer
51177,-1.3323139442691638,2,1,2,2,Web developer
51188,-0.7839218611354192,2,4,3,2,Web developer
51190,0.7310498802444603,3,4,3,3,Web developer
51192,-0.33251807387855764,3,4,2,2,Web developer
51197,1.5036529467368298,3,5,4,5,Web developer
51217,1.0700901520562303,4,5,4,1,Web developer
51254,-0.7660808685591572,2,5,2,1,Web developer
51281,0.2004987896869778,2,4,2,2,Web developer
51290,-0.7660808685591572,3,3,1,1,Web developer
51291,-1.3323139442691638,2,5,2,1,Web developer
51301,-1.3323139442691638,2,4,1,1,Web developer
51328,-0.9141263691567726,2,4,3,1,Web developer
51334,-0.7660808685591572,4,4,4,4,Web developer
51337,-0.7660808685591572,2,4,1,1,Web developer
51355,-0.31467708130229605,3,4,3,2,Web developer
51356,2.18471531089998,2,4,2,4,Web developer
51360,0.6519025769438392,3,5,3,3,Web developer
51384,-0.2176887854254132,3,3,1,2,Web developer
2,-0.7660808685591572,3,4,2,2,Other
363,-0.9141263691567726,3,3,2,1,Other
457,-1.3323139442691638,2,3,1,2,Other
481,-0.2176887854254132,4,2,2,1,Other
482,1.218135652653845,2,4,2,1,Other
657,0.2004987896869778,4,3,4,4,Other
758,0.2004987896869778,1,4,4,2,Other
793,0.08566950123383324,3,2,5,1,Other
982,0.2337150018314483,2,4,3,1,Other
989,1.218135652653845,2,2,5,2,Other
995,0.6519025769438392,2,4,3,2,Other
1044,-1.3323139442691638,2,3,4,3,Other
1055,0.25155599440771,3,4,4,2,Other
1057,0.7488908728207221,2,2,1,4,Other
1143,-0.2176887854254132,2,5,2,2,Other
1148,0.6519025769438392,3,4,4,2,Other
1172,0.2004987896869778,2,4,3,1,Other
1443,-0.3478932934467664,3,4,3,4,Other
1747,-0.7660808685591572,2,2,2,2,Other
1756,1.7665277357875893,1,4,1,2,Other
1794,0.6519025769438392,3,4,4,3,Other
1806,-1.3323139442691638,3,4,1,2,Other
1862,-0.7660808685591572,3,4,4,3,Other
1924,0.330703297708331,2,4,2,3,Other
2094,-1.3323139442691638,1,3,5,3,Other
2374,1.748686743211327,1,4,2,2,Other
2559,-0.7660808685591572,2,4,2,2,Other
2586,3.1845111812905857,3,5,1,2,Other
2994,0.08566950123383324,1,4,3,1,Other
3182,0.08566950123383324,2,5,2,2,Other
3201,0.2337150018314483,1,5,4,1,Other
3301,0.6519025769438392,4,4,3,2,Other
3342,-1.3323139442691638,1,4,2,1,Other
3420,0.6519025769438392,2,4,4,1,Other
3426,-0.7839218611354192,4,5,4,2,Other
3512,-1.3323139442691638,4,5,4,2,Other
3595,0.10351049381009496,2,4,3,2,Other
3716,-0.23552977800167496,3,4,3,3,Other
3748,-0.7660808685591572,1,4,4,1,Other
3855,1.218135652653845,3,4,2,4,Other
3875,1.4631694491283431,2,4,2,2,Other
3879,-1.3323139442691638,2,4,1,2,Other
3937,-0.7660808685591572,2,2,3,1,Other
4203,-0.3478932934467664,2,3,4,2,Other
4289,-0.7660808685591572,3,3,2,2,Other
4318,-1.3323139442691638,2,3,3,2,Other
4355,-0.880910157012302,4,4,3,2,Other
4381,-0.31467708130229605,2,5,5,1,Other
4384,0.6519025769438392,3,4,3,2,Other
4565,-0.7660808685591572,2,4,4,2,Other
4613,-0.9141263691567726,2,4,2,2,Other
4624,-1.3323139442691638,2,4,3,1,Other
4740,-0.2176887854254132,2,4,2,2,Other
4744,1.2513518647983157,2,4,3,1,Other
4764,-0.9141263691567726,2,3,3,1,Other
4955,0.10351049381009496,1,3,3,4,Other
4978,1.218135652653845,3,3,3,2,Other
5147,0.6519025769438392,4,2,3,2,Other
5150,-0.7839218611354192,1,2,2,2,Other
5164,-0.19984779284915144,2,5,3,2,Other
5219,0.2004987896869778,3,2,3,2,Other
5296,0.2004987896869778,3,4,2,3,Other
5368,1.4631694491283431,2,1,2,2,Other
5764,0.6519025769438392,2,4,2,2,Other
5768,2.2179315230444505,3,2,3,2,Other
5857,-0.7660808685591572,1,5,3,2,Other
5886,0.6519025769438392,2,3,2,2,Other
6018,1.2002946600775835,3,3,4,2,Other
6056,-0.7660808685591572,2,5,1,2,Other
6068,0.6519025769438392,3,3,2,2,Other
6084,1.0368739399117597,4,4,3,1,Other
6089,0.2004987896869778,2,5,1,1,Other
6118,-0.7839218611354192,1,3,5,1,Other
6337,2.2000905304681893,2,3,2,5,Other
6396,-1.3323139442691638,2,2,4,2,Other
6449,2.6361190981568416,3,2,3,3,Other
6450,-0.7660808685591572,1,4,3,3,Other
6567,-0.2176887854254132,2,3,2,2,Other
6589,-0.31467708130229605,3,5,1,3,Other
6608,0.3485442902845928,2,4,3,2,Other
6678,0.05245328908936277,3,4,3,2,Other
6698,0.21587400925518652,1,2,3,2,Other
6877,-1.3323139442691638,2,5,1,3,Other
7054,0.7488908728207221,2,2,3,2,Other
7081,0.6519025769438392,4,5,4,2,Other
7114,-1.3323139442691638,2,4,2,2,Other
7387,-0.462722581899911,2,2,3,2,Other
7457,-0.7660808685591572,1,4,4,2,Other
7578,0.2337150018314483,5,4,3,3,Other
7628,0.6697435695201008,2,2,4,2,Other
7693,-0.2176887854254132,1,5,4,2,Other
7925,-1.3323139442691638,2,4,3,2,Other
8016,-1.3323139442691638,2,3,2,2,Other
8018,0.7999480775414544,2,3,5,2,Other
8123,0.10351049381009496,2,5,2,1,Other
8472,-1.3323139442691638,3,3,3,2,Other
8537,0.2004987896869778,2,3,3,2,Other
8738,1.218135652653845,4,4,1,1,Other
8749,-0.7660808685591572,2,4,4,2,Other
9028,0.6186863647993688,1,5,5,2,Other
9291,0.6519025769438392,3,4,2,2,Other
9349,0.6519025769438392,4,3,2,2,Other
9687,3.350397674464463,3,5,2,3,Other
9708,-0.7839218611354192,3,3,3,2,Other
9909,-0.7660808685591572,3,4,3,2,Other
9926,1.3483401606751986,3,3,3,2,Other
9941,-0.7839218611354192,2,4,4,2,Other
10075,0.3485442902845928,3,3,4,2,Other
10118,-0.3478932934467664,2,4,3,2,Other
10280,1.218135652653845,2,4,4,2,Other
10308,-0.2176887854254132,2,2,2,2,Other
10433,0.6519025769438392,2,3,3,2,Other
10442,0.7667318653969837,2,4,2,2,Other
10748,0.2004987896869778,4,4,4,2,Other
10791,0.08566950123383324,2,4,2,3,Other
11181,0.330703297708331,2,3,3,2,Other
11231,-1.3323139442691638,1,5,3,1,Other
11319,-0.2176887854254132,2,5,3,3,Other
11321,-1.3323139442691638,5,1,1,5,Other
11358,0.08566950123383324,2,3,2,1,Other
11439,-0.7839218611354192,1,3,2,2,Other
11530,-0.7660808685591572,2,3,1,3,Other
11584,0.6519025769438392,3,4,4,1,Other
11624,-0.2176887854254132,2,4,4,2,Other
11847,-1.3323139442691638,1,4,5,2,Other
11883,0.6697435695201008,5,4,2,2,Other
11912,0.2337150018314483,2,3,3,2,Other
12080,-0.31467708130229605,3,4,4,4,Other
12113,-0.31467708130229605,2,3,3,3,Other
12251,0.6519025769438392,4,4,2,2,Other
12264,1.6184822351899744,4,3,3,2,Other
12354,0.6519025769438392,2,4,3,2,Other
12476,0.6519025769438392,3,4,3,3,Other
12519,-0.7660808685591572,3,4,2,2,Other
12622,1.167078447933113,3,4,1,2,Other
12654,-0.9141263691567726,3,5,2,3,Other
12736,-0.36573428602302815,2,3,3,4,Other
12835,0.6519025769438392,2,4,2,2,Other
12841,-0.7660808685591572,2,5,2,2,Other
12858,0.6697435695201008,3,4,4,2,Other
12951,-0.3478932934467664,3,3,3,3,Other
13007,-0.2176887854254132,1,4,2,2,Other
13079,0.7821070849651927,2,4,4,2,Other
13121,1.315123948530728,2,4,2,1,Other
13245,-1.3323139442691638,1,3,3,2,Other
13247,-1.3323139442691638,1,5,1,2,Other
13297,0.6519025769438392,4,3,3,3,Other
13299,0.330703297708331,2,4,3,2,Other
13329,-0.2176887854254132,2,3,1,1,Other
13446,0.6519025769438392,3,4,3,3,Other
13515,2.2179315230444505,2,4,3,2,Other
13519,-0.2176887854254132,2,3,3,1,Other
13635,1.6695394399107062,1,5,3,2,Other
13663,-0.19984779284915144,2,4,3,4,Other
13734,-0.7839218611354192,2,3,4,1,Other
13968,-1.3323139442691638,1,4,4,1,Other
14011,-0.7660808685591572,4,4,3,2,Other
14119,-0.7660808685591572,3,4,3,3,Other
14130,0.8969363734183372,3,5,3,2,Other
14221,0.6519025769438392,4,2,3,2,Other
14277,-0.7839218611354192,3,4,3,2,Other
14368,-1.3323139442691638,2,3,3,2,Other
14568,0.8969363734183372,4,4,4,2,Other
14569,-0.7839218611354192,4,1,3,1,Other
14625,0.6519025769438392,2,3,2,3,Other
14731,0.6519025769438392,3,3,3,2,Other
14753,0.6519025769438392,5,5,2,2,Other
14762,-1.3323139442691638,4,2,4,2,Other
14876,-0.2176887854254132,2,3,4,4,Other
14977,-0.2176887854254132,1,3,2,2,Other
15012,1.1824536675013215,2,4,2,2,Other
15030,-1.3323139442691638,2,3,2,1,Other
15115,1.218135652653845,4,5,2,2,Other
15122,-0.2176887854254132,3,5,2,3,Other
15532,1.748686743211327,2,1,2,1,Other
15701,-1.3323139442691638,2,5,3,1,Other
15860,-0.31467708130229605,3,4,2,1,Other
15871,-0.36573428602302815,2,3,2,2,Other
15894,-0.9141263691567726,2,4,4,3,Other
15969,-0.3478932934467664,3,5,2,1,Other
16053,2.2025563034762423,2,5,2,1,Other
16151,0.21587400925518652,1,4,4,2,Other
16167,-1.3323139442691638,5,5,1,4,Other
16435,-0.2176887854254132,2,4,4,3,Other
16456,0.7999480775414544,4,4,3,4,Other
16691,-0.9141263691567726,2,3,4,1,Other
16749,0.7999480775414544,4,4,3,3,Other
16931,-0.31467708130229605,2,4,2,1,Other
17342,-1.3323139442691638,3,4,2,3,Other
17346,-0.3478932934467664,3,2,2,2,Other
17482,-1.3323139442691638,1,3,3,1,Other
17490,-1.3323139442691638,2,4,4,3,Other
17535,-1.3323139442691638,5,1,5,1,Other
17636,0.10351049381009496,3,5,5,3,Other
17637,-0.3478932934467664,3,2,2,2,Other
17669,-1.3323139442691638,3,4,2,3,Other
17719,-0.2176887854254132,3,2,3,2,Other
18113,-1.3323139442691638,3,5,2,1,Other
18208,-1.3323139442691638,1,3,4,2,Other
18334,-1.3323139442691638,3,4,3,2,Other
18467,-0.3478932934467664,2,4,2,2,Other
18750,0.2004987896869778,2,5,1,1,Other
19007,1.9145732363852042,2,4,1,1,Other
19234,4.671392824090577,1,5,5,1,Other
19239,-0.3478932934467664,2,4,4,2,Other
19244,1.218135652653845,3,4,3,4,Other
19848,-0.9141263691567726,1,4,2,2,Other
20020,1.7665277357875893,1,4,1,2,Other
20041,1.2513518647983157,4,3,4,2,Other
20094,-0.462722581899911,5,3,5,4,Other
20193,-0.2176887854254132,2,3,2,2,Other
20325,-0.9141263691567726,3,5,4,2,Other
20442,-0.7660808685591572,2,4,2,2,Other
20819,0.2337150018314483,3,5,3,3,Other
20858,0.6519025769438392,2,4,3,1,Other
20907,1.218135652653845,4,4,4,3,Other
21151,-1.3323139442691638,4,4,2,1,Other
21242,0.2004987896869778,3,3,4,2,Other
21282,-0.7660808685591572,2,4,3,3,Other
21592,0.5549142810669564,5,5,5,3,Other
21663,0.2004987896869778,3,5,5,2,Other
22373,-1.3323139442691638,2,4,3,2,Other
22379,-0.19984779284915144,4,5,2,1,Other
22391,0.9552608636030855,4,2,3,1,Other
22535,1.7665277357875893,3,5,3,2,Other
22632,-1.3323139442691638,1,2,2,2,Other
22639,-1.3323139442691638,1,5,5,2,Other
22734,-0.19984779284915144,3,5,1,2,Other
23191,0.6519025769438392,3,2,3,3,Other
23483,-0.880910157012302,4,5,5,2,Other
23699,-0.7839218611354192,2,3,1,3,Other
23862,0.2004987896869778,4,4,4,2,Other
24153,-0.36573428602302815,3,3,5,4,Other
24188,1.7997439479320598,4,3,3,2,Other
24193,0.5370732884906946,2,4,5,2,Other
24300,1.3483401606751986,2,3,2,3,Other
24345,-0.462722581899911,3,2,1,2,Other
24387,0.2004987896869778,4,4,3,2,Other
24757,0.2337150018314483,2,3,2,4,Other
24860,0.6697435695201008,2,4,2,3,Other
24878,0.2183397822632394,2,4,3,2,Other
24925,-0.2176887854254132,2,3,3,1,Other
24976,0.6519025769438392,2,2,4,2,Other
24991,-1.3323139442691638,3,5,2,2,Other
25228,-0.3478932934467664,3,4,1,1,Other
25293,-0.7660808685591572,2,3,2,4,Other
25624,1.4704367345923595,5,3,5,3,Other
25662,1.218135652653845,2,5,3,3,Other
25722,-0.33251807387855764,2,4,1,2,Other
25815,0.10351049381009496,3,2,4,2,Other
25932,1.0700901520562303,3,4,2,3,Other
25956,0.2337150018314483,3,4,1,2,Other
26023,1.218135652653845,2,3,2,2,Other
26079,0.6519025769438392,4,3,4,2,Other
26159,2.0877270150230975,5,3,2,2,Other
26256,-0.7660808685591572,2,4,3,1,Other
26366,-0.880910157012302,2,4,2,1,Other
26481,-1.3323139442691638,3,4,4,3,Other
26580,0.2004987896869778,4,5,5,3,Other
26581,0.08566950123383324,2,2,4,2,Other
26968,-1.3323139442691638,3,3,2,2,Other
27021,-0.36573428602302815,2,4,2,1,Other
27165,2.0877270150230975,2,4,2,4,Other
27384,1.84567503908821,2,5,3,2,Other
27479,1.2002946600775835,1,5,3,3,Other
27521,1.2002946600775835,2,3,4,3,Other
27793,-1.3323139442691638,3,3,5,1,Other
27832,0.3485442902845928,2,4,3,3,Other
28013,-0.19984779284915144,3,4,5,3,Other
28029,-0.7660808685591572,2,3,3,2,Other
28033,0.5038570763462242,3,4,4,5,Other
28056,-1.3323139442691638,1,3,5,1,Other
28062,0.5216980689224859,4,5,1,2,Other
28082,-1.3323139442691638,2,5,3,2,Other
28167,-0.462722581899911,4,3,4,2,Other
28430,2.120943227167568,3,4,3,2,Other
28541,-0.7839218611354192,2,3,3,2,Other
29157,1.0700901520562303,4,4,4,3,Other
29438,-0.7660808685591572,2,5,3,1,Other
29480,0.2183397822632394,4,5,2,2,Other
29510,-1.3323139442691638,2,3,3,2,Other
29676,-0.2176887854254132,3,4,3,2,Other
29690,-0.3478932934467664,3,3,4,2,Other
29701,-0.7839218611354192,3,4,2,1,Other
29749,-1.3323139442691638,1,5,4,1,Other
29800,0.08566950123383324,3,5,1,2,Other
29929,-0.7660808685591572,3,3,3,1,Other
30027,1.2513518647983157,1,5,4,2,Other
30094,0.08566950123383324,3,4,3,2,Other
30491,-0.7660808685591572,4,4,3,2,Other
30506,-0.9141263691567726,1,5,2,1,Other
30645,-1.3323139442691638,1,4,3,2,Other
30735,-0.3478932934467664,5,5,2,4,Other
30840,0.2337150018314483,2,5,2,3,Other
30946,0.2337150018314483,2,3,3,2,Other
31326,0.6519025769438392,3,5,4,3,Other
31388,0.6519025769438392,2,4,4,2,Other
31618,-1.3323139442691638,4,5,3,3,Other
31639,-1.3323139442691638,3,5,3,1,Other
32029,-1.3323139442691638,2,4,4,3,Other
32050,-1.3323139442691638,2,4,3,1,Other
32198,1.218135652653845,2,5,1,2,Other
32490,-0.7660808685591572,4,4,2,1,Other
32508,0.6519025769438392,5,4,1,1,Other
32716,-1.3323139442691638,5,4,5,2,Other
32839,-0.7839218611354192,1,3,3,2,Other
32879,-0.2176887854254132,3,5,3,2,Other
33204,0.330703297708331,4,4,3,4,Other
33339,-0.7839218611354192,4,4,3,2,Other
33771,-0.880910157012302,3,1,4,3,Other
34016,-0.9141263691567726,3,5,4,2,Other
34394,0.10351049381009496,3,4,2,3,Other
34726,0.7999480775414544,2,5,3,2,Other
34835,-0.9141263691567726,2,5,2,2,Other
34923,-1.3323139442691638,1,4,4,1,Other
35011,0.6519025769438392,4,5,2,2,Other
35053,-0.880910157012302,1,5,4,1,Other
35054,-1.3323139442691638,3,5,3,1,Other
35069,-0.3478932934467664,2,3,3,2,Other
35281,0.6519025769438392,2,3,2,2,Other
35294,0.10351049381009496,4,4,3,3,Other
35322,1.0368739399117597,4,4,4,2,Other
35729,1.863516031664472,2,3,3,2,Other
35901,0.6519025769438392,4,5,2,3,Other
35961,0.10351049381009496,4,3,1,3,Other
36066,-0.19984779284915144,3,4,3,3,Other
36113,0.3485442902845928,2,3,4,1,Other
36168,-0.7660808685591572,1,5,4,3,Other
36343,1.218135652653845,3,3,3,3,Other
36471,-1.3323139442691638,2,2,3,2,Other
36561,1.2002946600775835,2,3,2,2,Other
36611,-0.9141263691567726,2,5,4,2,Other
36841,-0.3478932934467664,3,2,2,2,Other
37009,-1.3323139442691638,2,1,4,2,Other
37458,-0.7839218611354192,1,4,5,1,Other
37546,2.0877270150230975,2,3,3,4,Other
37589,-0.33251807387855764,2,3,2,1,Other
37814,-0.2176887854254132,2,5,3,4,Other
37959,1.2513518647983157,2,3,5,3,Other
38066,0.2004987896869778,2,3,2,2,Other
38226,-0.3478932934467664,3,2,4,2,Other
38371,0.2004987896869778,2,4,1,1,Other
38401,-0.7660808685591572,2,5,5,2,Other
38423,-0.9141263691567726,2,5,5,2,Other
38425,0.08566950123383324,3,4,4,2,Other
38530,0.6519025769438392,4,3,2,2,Other
38607,-1.3323139442691638,3,1,4,1,Other
38749,0.6519025769438392,3,3,3,2,Other
38751,0.6519025769438392,4,5,3,1,Other
38783,2.8479366824868695,4,2,3,4,Other
38818,-0.36573428602302815,5,4,3,2,Other
38829,-0.2176887854254132,2,4,1,1,Other
39676,1.7665277357875893,2,4,3,3,Other
40101,-0.3478932934467664,1,3,5,2,Other
40196,-0.23552977800167496,4,3,5,4,Other
40269,0.7821070849651927,2,5,4,3,Other
40339,1.2002946600775835,2,3,2,2,Other
40460,-1.3323139442691638,1,4,2,1,Other
40510,-1.3323139442691638,3,5,3,1,Other
40605,-1.3323139442691638,3,4,2,2,Other
40751,0.2337150018314483,4,5,1,2,Other
40782,-0.9141263691567726,2,4,2,1,Other
40804,1.7843687283638512,2,4,2,3,Other
40833,-0.7839218611354192,1,4,4,2,Other
41062,-0.7839218611354192,1,4,2,3,Other
41203,1.218135652653845,2,5,3,2,Other
41224,-1.3323139442691638,2,2,3,2,Other
41257,1.1033063642007006,4,4,3,4,Other
41278,-0.7839218611354192,2,4,3,2,Other
41327,-1.3323139442691638,5,1,1,3,Other
41329,-0.2176887854254132,2,5,3,2,Other
41340,-0.3478932934467664,4,4,4,2,Other
41341,-0.7839218611354192,2,3,4,2,Other
41366,-0.9141263691567726,3,4,5,1,Other
41426,0.2004987896869778,2,3,4,2,Other
41595,1.6184822351899744,2,5,3,2,Other
41875,-0.2176887854254132,4,4,4,2,Other
42084,0.2004987896869778,2,5,3,3,Other
42091,6.604552140582848,1,1,1,5,Other
42145,0.08566950123383324,3,2,1,2,Other
42210,2.18471531089998,2,4,2,2,Other
42305,-0.7839218611354192,2,3,3,1,Other
42307,0.25155599440771,2,2,2,2,Other
42633,0.05245328908936277,1,3,3,1,Other
42707,-1.3323139442691638,5,2,1,1,Other
42793,-0.7660808685591572,2,3,2,2,Other
42956,-0.31467708130229605,5,4,2,2,Other
43230,1.315123948530728,2,4,3,3,Other
43404,-1.3323139442691638,1,1,2,1,Other
43473,0.2004987896869778,2,4,2,3,Other
43488,0.7667318653969837,5,3,3,3,Other
43537,-1.3323139442691638,2,2,1,2,Other
43539,-0.7839218611354192,1,5,4,2,Other
43618,2.3149198189213336,2,3,3,2,Other
43648,-0.36573428602302815,3,3,3,1,Other
43657,-1.3323139442691638,1,5,2,1,Other
43681,-0.2176887854254132,3,3,3,3,Other
43733,0.10351049381009496,2,3,3,2,Other
43763,0.330703297708331,3,1,2,1,Other
43774,-0.2176887854254132,4,5,2,1,Other
43875,-0.2176887854254132,3,4,1,1,Other
44021,0.6186863647993688,3,3,4,2,Other
44139,-1.3323139442691638,2,4,4,1,Other
44230,-1.3323139442691638,2,4,5,3,Other
44332,0.5549142810669564,3,4,4,3,Other
44354,-1.3323139442691638,1,2,1,2,Other
44370,0.6519025769438392,2,2,2,2,Other
44452,0.08566950123383324,1,4,5,1,Other
44556,-0.2176887854254132,3,5,4,2,Other
44605,0.10351049381009496,2,4,2,2,Other
44665,0.3485442902845928,2,2,5,2,Other
44925,-0.36573428602302815,3,2,2,2,Other
45529,-0.7660808685591572,3,5,3,2,Other
45551,5.201943914648059,3,3,3,5,Other
45619,-1.3323139442691638,3,1,2,3,Other
45781,6.604552140582848,1,1,1,1,Other
45941,-0.7839218611354192,1,5,1,4,Other
46155,-1.3323139442691638,5,5,1,1,Other
46215,0.4706408642017537,3,3,3,3,Other
46236,-1.3323139442691638,4,5,5,3,Other
46334,-0.880910157012302,2,4,3,4,Other
46373,-0.2176887854254132,1,4,1,1,Other
46522,1.2002946600775835,3,3,3,2,Other
46564,-1.3323139442691638,2,4,2,3,Other
46579,-0.36573428602302815,2,5,2,2,Other
46665,-1.3323139442691638,3,5,1,2,Other
46785,1.218135652653845,3,4,3,3,Other
46814,0.8969363734183372,2,4,2,3,Other
46888,-0.7660808685591572,3,3,5,1,Other
46897,0.6519025769438392,2,3,3,2,Other
46931,0.2004987896869778,2,5,3,2,Other
46987,0.6519025769438392,2,3,3,2,Other
47070,-1.3323139442691638,2,4,1,3,Other
47117,0.08566950123383324,2,4,3,1,Other
47715,-0.42950636975544065,5,3,3,1,Other
47774,2.3327608114975957,2,3,4,2,Other
47940,-0.7660808685591572,1,4,5,2,Other
48017,-1.3323139442691638,1,5,3,3,Other
48071,-0.31467708130229605,1,3,2,2,Other
48212,0.6519025769438392,2,4,3,2,Other
48296,-0.4959387940443814,2,3,3,2,Other
48317,0.2004987896869778,2,3,3,1,Other
48514,0.6519025769438392,2,4,4,2,Other
48545,0.2183397822632394,3,4,2,3,Other
48687,-1.3323139442691638,2,3,3,1,Other
48933,1.2002946600775835,3,5,3,2,Other
48977,1.218135652653845,2,3,2,3,Other
49036,0.7488908728207221,4,4,2,2,Other
49063,-0.9141263691567726,4,2,2,1,Other
49248,0.2004987896869778,1,4,5,2,Other
49267,-1.3323139442691638,3,3,3,2,Other
49295,1.2513518647983157,2,3,4,3,Other
49315,2.6361190981568416,2,5,2,3,Other
49555,-0.7839218611354192,3,4,4,2,Other
49566,0.3485442902845928,2,2,3,3,Other
49615,2.9143691067758097,3,5,1,3,Other
49645,-0.31467708130229605,2,4,3,2,Other
49663,2.488073597559227,3,1,3,3,Other
49879,0.6519025769438392,3,5,4,2,Other
49883,0.6519025769438392,3,4,4,3,Other
49901,1.297282955954466,4,2,2,2,Other
49910,-1.3323139442691638,2,5,1,2,Other
49917,-0.19984779284915144,4,5,3,2,Other
49924,-0.31467708130229605,3,3,1,2,Other
49994,-0.9141263691567726,4,5,4,3,Other
50293,-1.3323139442691638,2,3,3,3,Other
50467,-0.7839218611354192,2,2,2,1,Other
50471,0.2337150018314483,1,5,4,1,Other
50532,2.235772515620712,2,3,3,1,Other
50638,0.330703297708331,2,4,3,2,Other
50642,1.3483401606751986,5,3,2,2,Other
50830,-1.3323139442691638,4,2,5,2,Other
50990,-0.7660808685591572,3,4,4,2,Other
51121,0.3663852828608544,1,3,3,2,Other
51126,2.733107394033724,5,4,3,2,Other
51318,0.6519025769438392,4,4,1,2,Other
51365,1.4810104417046042,5,5,2,3,Other
4964,-0.7839218611354192,2,5,2,1,Database administrator
10363,0.6519025769438392,3,4,5,3,Database administrator
11473,0.7999480775414544,1,5,2,1,Database administrator
12668,0.5216980689224859,5,3,4,2,Database administrator
20084,-0.7660808685591572,3,4,3,2,Database administrator
21207,0.7821070849651927,4,4,3,3,Database administrator
23183,0.7488908728207221,2,3,4,2,Database administrator
25217,-0.2176887854254132,5,5,3,3,Database administrator
27548,0.6519025769438392,4,4,3,3,Database administrator
27753,-1.3323139442691638,2,5,5,3,Database administrator
30182,0.10351049381009496,3,4,4,4,Database administrator
31861,1.0700901520562303,2,4,4,3,Database administrator
32954,1.3483401606751986,2,3,2,3,Database administrator
34536,-1.3323139442691638,2,3,1,3,Database administrator
34849,0.2004987896869778,3,4,3,3,Database administrator
36132,0.7821070849651927,2,5,3,2,Database administrator
39019,-0.36573428602302815,3,4,3,2,Database administrator
39473,-0.3478932934467664,2,5,2,1,Database administrator
39607,0.6519025769438392,3,4,3,3,Database administrator
41250,-0.2176887854254132,2,4,4,2,Database administrator
41524,1.2002946600775835,2,4,2,4,Database administrator
43994,0.6519025769438392,4,4,4,4,Database administrator
48328,-0.7839218611354192,3,3,3,2,Database administrator
4523,0.6519025769438392,2,4,2,2,Systems administrator
13824,-0.2176887854254132,3,5,2,2,Systems administrator
13830,0.6519025769438392,2,5,1,1,Systems administrator
15000,1.7665277357875893,4,5,2,1,Systems administrator
16083,0.6519025769438392,2,4,1,1,Systems administrator
19333,0.2337150018314483,4,5,4,3,Systems administrator
32745,-0.7660808685591572,3,5,3,2,Systems administrator
37057,1.136522576345171,3,5,3,3,Systems administrator
44981,-0.9141263691567726,1,4,5,2,Systems administrator
47387,0.2004987896869778,2,4,1,2,Systems administrator
2887,-1.3323139442691638,3,3,5,2,Graphic designer
275,1.167078447933113,3,4,3,3,Developer with a statistics or mathematics background
364,0.2337150018314483,1,5,3,4,Developer with a statistics or mathematics background
488,0.330703297708331,2,5,2,1,Developer with a statistics or mathematics background
1162,-1.3323139442691638,1,5,3,1,Developer with a statistics or mathematics background
1858,0.2337150018314483,1,3,2,3,Developer with a statistics or mathematics background
