,Mac OS,Microsoft Azure,SharePoint,Windows Phone,iOS,Serverless,Mainframe,Raspberry Pi,Windows Desktop,Salesforce,Linux Desktop,Amazon Web Services (AWS),Arduino,WordPress,Android
47237,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
47239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47243,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
47244,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
47247,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
47248,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
47249,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47251,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
47252,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
47253,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
47254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47255,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1
47256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47259,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
47264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47266,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
47267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47268,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0
47269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47272,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
47274,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
47275,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47276,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1
47279,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
47280,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
47281,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
47282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47283,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
47284,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
47287,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
47288,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
47289,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47291,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47292,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
47293,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
47302,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
47303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47304,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
47305,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1
47306,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
47308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47311,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47313,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
47316,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
47317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47318,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
47319,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
47320,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
47321,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
47326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47327,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
47329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47331,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
47332,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
47333,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
47335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47336,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47337,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
47340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47341,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
47343,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47344,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
47345,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
47347,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
47348,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47352,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
47354,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
47361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47362,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47363,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
47364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47366,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47368,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47369,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
47370,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
47371,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
47373,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47378,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47379,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47380,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47385,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
47387,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
47388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47391,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
47393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47395,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
47397,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47398,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47403,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47408,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
47409,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
47410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47411,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
47412,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47413,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
47414,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47415,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
47416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47418,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0
47419,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
47421,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
47427,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
47428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47432,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
47433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47434,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47435,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
47436,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47438,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47440,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
47441,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
47442,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47445,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47447,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
47448,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
47450,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47454,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47460,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47462,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47464,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
47466,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
47467,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
47468,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
47469,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47470,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
47472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47473,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47476,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47481,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1
47482,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
47483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47484,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47488,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
47489,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47490,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
47491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47492,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
47494,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47495,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
47497,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
47498,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
47501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47502,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
47503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47504,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
47505,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47507,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47508,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
47511,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47513,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
47514,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
47515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47518,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
47519,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
47520,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
47521,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
47522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47523,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47525,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
47526,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47527,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
47529,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
47530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47533,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1
47534,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
47535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47536,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
47540,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
47541,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
47543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47545,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
47547,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
47549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47551,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
47553,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
47554,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
47557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47558,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
47559,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
47561,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
47563,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47564,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
47567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47572,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47574,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
47577,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
47579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47582,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47583,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
47584,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
47585,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47588,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47594,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
47595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47596,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47598,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
47601,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
47602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47604,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
47605,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
47607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47608,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
47609,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
47610,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
47611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47615,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
47616,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
47617,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
47618,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
47619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47620,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47622,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
47624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47628,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47629,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47630,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47636,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
47637,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47639,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47640,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47641,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0
47642,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
47643,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47645,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47646,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
47648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47651,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
47652,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
47653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47655,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47658,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47663,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
47664,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47667,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
47669,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
47671,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
47672,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
47673,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
47674,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
47675,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47677,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
47678,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
47679,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47680,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47682,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1
47683,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47685,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47687,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
47688,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
47689,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
47690,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
47693,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
47695,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
47699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47700,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
47701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47706,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
47710,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
47712,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47721,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
47722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47723,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
47725,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
47726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47727,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
47728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47730,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47731,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47734,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47735,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47736,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
47737,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47740,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
47742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47744,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
47747,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
47750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47753,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47754,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
47756,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
47757,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47759,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
47760,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
47761,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47763,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47764,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
47765,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
47766,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47768,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
47769,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47773,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
47774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47775,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
47777,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
47778,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
47779,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
47781,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47782,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
47783,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
47785,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47786,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
47787,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
47788,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
47791,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
47795,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
47796,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47797,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47799,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47800,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47801,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47802,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47803,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
47805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47807,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47809,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47810,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
47812,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47813,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47814,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47815,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47818,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
47820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47822,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
47823,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
47824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47825,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47828,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47831,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
47832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47835,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47836,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
47837,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
47842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47843,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47845,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
47846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47847,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
47848,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
47849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47851,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1
47852,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
47853,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
47855,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47857,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47858,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47859,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47860,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
47862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47870,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
47871,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47877,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
47878,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47880,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
