,Mainframe,Raspberry Pi,Linux Desktop,SharePoint,Amazon Web Services (AWS),Android,Windows Phone,WordPress,iOS,Mac OS,Microsoft Azure,Arduino,Serverless,Salesforce,Windows Desktop
23711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23712,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0
23713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23721,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
23722,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
23725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23729,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
23730,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
23732,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23733,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
23734,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
23735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23739,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23740,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23741,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
23742,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23747,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
23748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23751,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
23756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23757,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
23760,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
23761,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
23762,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23765,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23766,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23769,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
23771,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
23772,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
23776,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
23778,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
23783,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
23784,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
23785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23799,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
23800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23806,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23807,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23811,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
23812,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23813,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
23816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23817,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
23827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23837,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
23842,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23847,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23851,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
23853,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
23854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23858,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
23861,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23862,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23864,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
23866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23869,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
23871,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
23875,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23878,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23879,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23888,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23895,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23897,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23899,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23911,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23912,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
23913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23915,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
23918,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
23921,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
23926,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23928,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
23931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23933,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23943,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23949,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23953,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0
23955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23960,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
23961,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23964,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
23966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23967,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23968,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23980,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23987,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
23988,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1
23992,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23998,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
24003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24006,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24008,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
24009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24015,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
24016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24021,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24030,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
24031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24036,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24040,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
24041,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
24042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24064,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24069,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24070,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24071,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24072,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24074,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24078,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24086,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24087,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1
24088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24090,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24091,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24093,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24095,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
24096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24099,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24104,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24106,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24110,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
24111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24129,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
24133,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
24137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24141,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
24143,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
24144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24148,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
24151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24153,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
24154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24159,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
24161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24163,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24165,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
24169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24170,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24171,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
24172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24177,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
24178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24181,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24182,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24190,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24191,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1
24194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24198,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24199,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
24200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24203,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
24206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24212,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
24213,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
24214,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
24215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24230,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24236,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24242,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24243,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24246,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
24247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24248,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
24250,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
24252,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
24253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24254,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
24256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24257,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24259,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
24265,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24273,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
24274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24280,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24285,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24290,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24291,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24302,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
24303,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24304,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24308,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24311,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24312,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
24322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24331,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24334,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
24335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24340,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
24344,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24345,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24354,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
24356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24359,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
24361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24363,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24366,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
24368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24371,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24374,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24375,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
24377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24380,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24385,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
24387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24389,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
24391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24402,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24405,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24406,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24409,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
24414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24415,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24426,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
24427,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
24432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24434,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
24436,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
24437,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
24438,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
24439,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
24440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24442,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
24444,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24446,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
24448,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24451,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
24455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24457,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24463,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24464,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
24466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24467,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
24468,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24472,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
24474,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24476,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
24477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24478,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24482,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24485,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24487,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24488,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0
24489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24491,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24492,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24494,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
24495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24505,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
24507,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
24511,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24513,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24529,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
24534,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
24538,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
24539,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
24540,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
24545,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
24548,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24551,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
24552,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
24556,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
24557,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24561,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
24562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24569,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
