,Spark,React,.NET Core,Firebase,AngularJS,Node.js,Hadoop,Cordova,Xamarin
1743,0,0,1,0,0,0,0,0,0
1744,0,0,0,0,0,0,0,1,0
1751,0,0,1,0,0,0,0,0,0
1752,0,0,1,0,1,0,0,0,0
1754,0,0,0,1,0,1,0,0,0
1757,1,0,0,0,1,0,1,0,0
1758,0,0,1,0,1,0,0,1,1
1764,0,1,0,0,0,1,0,0,0
1769,0,0,1,0,1,1,0,0,0
1773,0,0,1,0,0,0,0,0,0
1777,0,0,0,0,0,1,0,0,1
1779,0,0,1,0,0,0,1,0,0
1782,0,1,0,0,0,1,0,0,0
1784,1,0,0,0,0,0,0,0,0
1785,0,0,0,0,1,0,0,0,0
1786,0,1,1,0,1,1,0,0,0
1789,0,0,0,0,0,0,0,1,0
1790,0,0,0,0,1,1,0,0,0
1792,0,1,0,0,0,0,0,0,0
1793,0,0,0,1,1,1,0,0,0
1795,0,0,0,0,1,1,0,0,0
1797,0,1,1,0,0,0,0,0,1
1798,0,0,1,0,0,0,0,0,0
1799,0,0,0,0,1,1,0,0,0
1800,0,0,0,1,0,1,0,0,0
1803,0,0,1,0,0,0,0,0,0
1806,0,0,1,0,0,0,0,0,0
1809,0,0,0,0,1,0,0,0,0
1811,0,0,0,0,0,1,0,0,0
1812,0,0,1,0,1,0,0,0,0
1813,0,0,0,0,0,1,0,0,0
1819,0,0,1,0,1,0,0,0,0
1821,0,0,0,0,0,1,0,0,0
1824,1,0,0,0,0,0,1,0,0
1825,0,0,0,0,0,1,0,0,0
1828,0,1,0,0,1,0,0,0,0
1829,0,0,0,0,0,0,0,0,1
1831,0,0,0,0,1,1,0,0,1
1832,0,0,0,0,1,1,0,0,0
1834,0,0,0,0,1,0,0,0,0
1837,0,0,1,0,1,1,0,0,0
1840,1,0,0,0,0,0,0,0,0
1842,0,0,0,0,1,0,0,0,0
1844,0,1,0,0,1,0,0,0,0
1845,1,0,0,0,0,0,1,0,0
1850,1,0,0,0,0,1,0,0,0
1852,0,1,1,0,1,1,0,0,1
1853,0,0,0,0,1,1,0,0,0
1856,0,0,0,0,0,1,0,0,0
1867,1,0,0,0,0,0,1,0,0
1868,0,0,1,0,0,0,0,0,1
1871,0,0,0,0,1,0,0,1,0
1872,0,1,0,0,0,1,0,0,0
1874,0,0,0,0,1,1,0,0,0
1875,0,1,0,0,1,1,0,1,0
1876,0,0,1,0,1,0,0,0,1
1878,0,0,0,0,1,0,0,0,0
1879,0,0,0,0,1,1,0,0,0
1880,0,0,0,0,0,1,0,0,0
1882,0,0,0,0,0,1,0,0,0
1883,0,0,0,0,1,1,0,0,0
1889,0,1,0,0,0,1,0,0,0
1893,0,0,0,0,1,0,0,0,0
1895,0,0,0,0,0,1,0,0,0
1897,0,0,1,0,0,0,0,0,1
1898,0,0,1,0,1,0,0,0,0
1907,0,0,0,0,1,1,0,0,0
1908,0,1,1,1,0,1,0,0,0
1909,0,0,0,0,1,0,0,0,0
1912,0,0,0,0,1,0,0,0,0
1916,0,0,0,0,1,0,0,0,0
1917,0,1,0,0,0,0,0,0,0
1918,1,0,0,0,0,0,0,0,0
1919,0,0,0,0,1,1,0,0,0
1920,0,0,1,0,0,0,0,0,0
1922,0,0,0,0,0,0,0,1,0
1923,0,0,1,0,1,1,0,1,0
1933,0,0,0,0,1,0,0,0,0
1936,0,0,1,0,1,1,0,0,0
1939,0,0,1,0,1,1,0,0,1
1943,1,0,0,0,1,0,0,0,0
1944,0,0,1,0,1,0,0,0,0
1945,0,0,1,0,1,0,0,0,1
1946,0,1,0,0,0,1,0,0,0
1947,0,0,0,0,1,1,0,0,0
1950,0,0,1,0,1,1,0,0,0
1952,0,0,0,0,1,0,0,0,0
1953,0,0,1,0,0,0,0,0,0
1957,1,0,0,0,0,0,1,0,0
1961,0,0,0,0,1,0,0,0,0
1962,0,1,0,0,1,0,0,0,0
1964,0,0,0,0,0,1,0,0,0
1968,0,0,0,0,0,1,0,0,0
1969,0,0,1,0,0,0,0,0,0
1973,0,1,0,0,0,0,0,0,0
1975,0,0,0,0,0,1,0,0,1
1976,0,0,0,0,1,0,0,0,0
1979,0,0,1,0,1,0,0,0,0
1980,0,1,1,0,0,0,0,0,0
1982,0,0,1,0,0,0,1,0,0
1990,0,0,0,0,1,1,0,0,0
1994,0,0,1,1,1,1,0,1,0
1996,0,0,0,0,1,0,0,0,1
1997,0,1,0,0,0,1,0,0,0
2003,0,0,0,0,0,1,0,0,0
2005,0,0,1,0,0,0,0,0,0
2006,0,1,0,0,0,0,0,0,0
2007,0,0,0,0,0,1,0,1,1
2009,0,0,0,0,0,1,0,0,0
2011,0,0,0,0,1,0,0,0,0
2013,0,1,0,0,0,0,0,0,0
2015,0,0,0,0,1,0,0,0,0
2016,0,0,0,0,1,0,0,0,0
2019,0,0,1,0,0,0,0,0,0
2020,0,0,0,0,1,0,0,0,0
2021,0,0,0,0,1,1,0,0,0
2022,0,1,0,0,0,0,1,0,0
2027,0,0,0,1,1,1,0,0,0
2030,0,0,0,0,0,1,0,0,0
2033,0,0,0,0,0,1,0,0,0
2034,0,0,0,0,1,0,0,0,0
2038,0,0,0,0,0,0,1,0,0
2039,0,0,1,0,1,1,0,0,0
2040,0,0,1,0,0,0,0,0,0
2041,1,0,0,0,0,0,1,0,0
2042,0,0,0,0,1,1,0,1,0
2043,0,0,0,0,1,1,0,0,0
2044,0,0,1,0,0,1,0,0,0
2050,0,0,0,0,1,0,0,0,0
2051,0,0,1,0,0,0,0,0,0
2053,0,0,1,1,0,0,0,0,0
2054,0,0,1,0,0,1,0,0,0
2055,0,0,0,0,1,0,0,0,0
2066,0,0,0,0,0,1,0,0,0
2068,0,0,0,0,0,0,1,0,0
2072,0,1,0,0,0,1,0,0,0
2074,0,1,1,1,1,1,0,0,0
2075,1,0,1,0,1,1,0,0,0
2079,0,0,1,0,0,0,0,0,0
2081,0,0,0,0,1,0,0,0,0
2082,0,0,0,0,1,0,0,0,0
2086,0,1,1,0,0,0,0,0,0
2087,0,1,0,0,0,0,0,0,0
2090,0,1,1,0,1,1,0,0,0
2092,0,0,0,0,1,0,0,0,0
2093,0,0,1,0,1,1,0,0,0
2094,0,0,0,0,0,1,0,0,0
2097,0,0,0,0,1,1,0,0,0
2099,0,0,1,0,0,0,0,0,0
2100,0,1,0,0,0,1,0,0,0
2101,0,0,0,1,1,1,0,1,0
2102,0,1,1,0,1,1,0,0,1
2103,0,0,0,0,0,1,0,0,0
2107,0,1,0,0,0,1,0,0,0
2109,0,1,1,0,0,1,0,0,0
2111,0,0,0,0,1,0,0,0,0
2114,1,0,0,0,1,1,1,0,0
2115,0,0,1,0,0,1,1,0,0
2119,0,0,1,1,0,0,0,0,1
2120,0,0,0,0,1,0,0,0,0
2123,0,0,1,0,0,0,0,1,0
2125,0,1,0,0,0,1,0,0,0
2129,0,0,1,0,1,0,0,0,0
2131,0,0,0,0,1,1,0,0,0
2140,0,0,1,0,0,1,0,0,0
2143,0,0,0,0,0,1,0,0,0
2147,0,0,0,0,1,1,0,0,0
2155,0,1,0,1,0,1,0,0,0
2163,0,1,0,0,0,1,0,0,0
2164,0,1,0,0,0,1,0,0,0
2166,0,0,1,0,1,1,0,0,1
2167,0,0,0,0,1,1,0,0,0
2169,0,0,0,0,0,1,0,0,0
2172,0,0,0,0,1,1,0,0,0
2173,0,0,1,0,0,0,0,0,0
2179,0,0,0,0,0,1,0,0,0
2181,0,0,0,0,0,1,0,1,0
2184,0,0,0,0,0,0,0,1,0
2186,0,0,1,0,0,0,0,0,0
2187,0,0,0,0,1,1,0,0,0
2190,0,0,0,0,1,0,0,0,0
2191,0,1,0,0,1,0,0,0,0
2193,0,0,1,0,1,1,0,1,0
2194,0,0,1,0,0,0,0,0,1
2199,0,0,0,0,1,0,0,0,0
2200,0,0,0,0,0,1,0,0,0
2206,0,1,0,0,1,1,0,1,0
2212,0,0,1,0,0,0,0,0,0
2213,0,0,0,0,0,1,0,0,0
2218,0,0,1,0,0,0,0,0,0
2226,0,0,1,0,0,0,0,0,1
2227,0,0,0,0,1,0,0,0,0
2230,0,0,0,0,1,1,0,0,0
2235,0,0,0,0,0,1,0,0,0
2238,0,0,0,0,0,1,0,0,0
2240,0,1,0,0,0,0,0,1,1
2245,0,0,1,0,0,0,0,0,0
2253,0,0,0,0,1,0,0,0,0
2258,0,0,1,0,1,0,0,0,0
2259,0,0,0,0,0,0,0,0,1
2260,0,0,1,0,1,0,0,0,0
2261,0,0,0,0,1,0,0,0,0
2263,0,0,0,0,1,0,0,0,0
2264,0,0,0,0,0,1,0,0,0
2265,0,0,1,0,0,1,0,1,0
2266,1,0,0,0,0,0,1,0,0
2267,0,0,0,0,0,1,0,0,0
2274,0,0,0,0,1,1,0,0,0
2276,0,0,1,0,0,0,0,0,0
2279,0,0,1,0,0,0,0,0,0
2281,0,0,0,0,0,1,0,0,0
2290,0,0,1,0,0,0,0,0,0
2291,0,1,0,0,1,1,0,0,0
2295,0,0,0,0,1,0,0,0,0
2298,0,0,1,0,1,0,0,0,0
2301,0,0,1,0,0,0,0,0,1
2306,0,1,0,0,0,1,0,0,0
2307,0,1,0,1,0,0,0,0,0
2318,0,0,1,0,0,0,0,0,0
2321,0,1,0,0,0,1,0,0,0
2322,0,0,0,0,0,1,0,0,0
2323,0,0,0,0,1,0,0,0,0
2324,0,1,1,0,0,0,0,0,0
2326,0,0,0,0,1,0,0,1,0
2332,0,0,0,0,1,0,0,0,0
2336,0,0,1,0,0,0,0,0,0
2337,0,1,0,0,0,0,0,0,0
2342,0,0,1,0,0,0,0,0,0
2354,0,0,1,0,0,1,0,0,0
2364,1,0,0,0,0,0,0,0,0
2365,0,1,0,0,0,1,0,0,0
2367,0,0,0,1,1,1,0,0,0
2369,0,1,0,0,0,0,0,0,0
2373,0,0,0,0,1,1,0,0,0
2378,0,0,0,0,0,0,0,1,0
2389,0,1,0,0,1,1,0,0,0
2390,0,0,0,1,0,1,0,1,0
2391,0,1,0,0,0,0,0,0,0
2394,0,1,0,0,1,1,0,1,0
2395,0,0,1,0,0,0,0,0,0
2397,0,0,0,0,0,1,0,0,0
2400,0,0,0,0,1,1,0,0,0
2403,0,0,0,1,0,0,0,0,0
2405,0,0,0,0,1,1,0,0,0
2408,0,1,0,0,1,1,0,0,0
2409,0,0,1,1,0,1,0,0,0
2410,0,0,1,0,1,0,0,0,0
2411,0,1,0,0,0,1,0,0,0
2412,0,0,1,0,0,0,0,0,1
2414,0,0,0,0,1,0,0,0,1
2418,0,0,0,0,1,1,0,0,0
2421,0,0,1,0,0,1,0,0,0
2422,0,0,0,0,1,0,0,0,0
2423,0,0,1,0,0,0,0,0,0
2427,0,0,1,1,0,1,0,0,0
2430,0,1,0,0,0,1,0,0,0
2433,0,1,0,0,0,0,0,0,0
2437,0,0,0,0,1,1,0,0,0
2438,0,0,1,0,0,1,0,0,0
2440,0,1,0,0,0,0,0,0,0
2441,0,1,0,0,1,1,0,0,0
2443,0,1,1,0,1,1,0,0,0
2444,0,0,1,0,1,0,0,0,0
2447,0,1,0,0,0,1,0,0,0
2450,0,0,0,0,1,0,0,0,0
2453,0,0,1,0,0,0,0,0,0
2454,0,0,0,1,1,1,0,1,0
2460,0,0,0,0,0,0,0,0,1
2462,0,0,0,0,0,1,0,0,0
2463,0,0,1,1,1,1,0,0,0
2464,0,0,1,0,0,0,0,0,0
2470,0,1,0,0,1,0,0,0,0
2476,0,1,0,1,0,0,0,0,0
2478,0,0,0,0,1,1,1,0,0
2479,0,0,1,0,0,0,0,0,0
2480,0,0,0,0,0,1,0,0,0
2481,0,1,0,0,0,1,0,1,0
2484,0,0,1,0,0,0,0,0,0
2487,0,0,0,0,0,0,0,0,1
2489,0,0,0,0,0,1,0,0,0
2490,0,1,0,0,0,1,0,0,0
2495,0,0,0,0,0,1,0,0,0
2503,0,0,1,0,1,1,0,0,0
2508,1,0,0,0,1,0,1,0,0
2509,0,1,1,0,1,1,0,0,0
2513,0,1,0,0,0,0,0,0,0
2519,0,0,1,0,0,0,0,0,0
2522,0,0,1,0,0,0,0,0,0
2528,0,0,0,1,0,0,0,0,0
2531,0,0,0,0,1,1,0,0,0
2533,0,1,0,0,0,0,0,0,0
2534,0,0,0,1,0,0,0,0,0
2536,0,0,0,0,0,1,0,0,0
2537,0,1,0,0,0,1,0,0,0
2538,0,0,0,0,0,1,0,0,0
2541,0,1,0,0,1,1,0,1,0
2543,0,1,0,1,0,0,0,1,0
2544,0,0,0,0,1,1,0,0,0
2545,0,0,0,0,1,1,0,1,1
2555,0,0,0,0,0,1,0,0,0
2558,0,1,0,0,0,0,0,0,0
2563,0,0,1,0,1,0,1,0,0
2568,0,0,0,1,0,0,0,0,1
2569,0,0,0,0,0,0,1,0,0
2570,0,0,0,0,0,0,1,0,0
2571,0,0,0,0,0,0,0,0,1
2573,0,0,0,1,0,0,0,0,0
2576,0,0,0,1,1,0,0,1,0
2579,0,1,1,0,0,1,0,0,0
2580,1,0,0,0,0,0,1,0,0
2581,1,0,0,0,0,0,1,0,0
2586,0,0,0,1,0,0,0,0,0
2597,0,0,0,0,0,1,0,0,0
2599,0,0,0,0,1,1,0,0,0
2604,0,0,1,0,0,0,0,0,1
2606,0,1,0,0,1,0,0,1,0
2607,1,0,0,0,0,0,1,0,0
2608,0,0,1,0,0,0,0,0,0
2609,0,1,0,0,0,0,0,0,0
2610,0,1,1,0,1,1,0,0,0
2611,1,0,1,0,1,1,1,0,0
2612,1,0,0,0,0,0,1,0,0
2613,0,1,0,0,1,0,0,0,0
2615,0,0,1,0,1,0,0,0,0
2616,0,0,1,0,0,0,0,0,0
2622,0,0,0,0,1,0,0,0,0
2623,0,0,0,0,0,0,0,0,1
2625,0,0,1,0,0,0,0,0,0
2630,0,1,0,0,0,0,0,0,0
2631,0,0,0,0,0,1,0,0,0
2632,0,0,0,0,0,1,0,0,0
2636,0,0,0,0,1,1,0,0,0
2638,0,1,0,0,0,0,0,0,0
2640,0,0,0,0,1,0,0,0,0
2653,1,0,0,0,0,0,0,0,0
2655,0,0,1,0,0,0,0,0,0
2657,0,0,1,0,0,0,0,0,0
2658,0,0,0,0,1,0,0,0,0
2659,0,0,1,0,0,0,0,0,1
2665,1,1,1,0,0,0,1,0,0
2667,0,0,0,0,0,1,0,0,0
2669,0,0,0,0,0,1,0,0,0
2671,0,0,1,0,0,0,0,0,0
2672,0,0,0,0,0,0,0,1,0
2674,0,0,1,0,0,0,0,0,0
2677,0,0,0,1,0,0,0,0,0
2678,0,1,0,0,0,0,0,0,0
2684,0,1,0,0,1,1,0,0,0
2693,0,0,0,0,0,1,0,0,0
2696,0,0,1,0,0,0,0,0,0
2697,0,0,0,0,0,1,0,0,0
2703,0,0,1,0,0,0,0,0,0
2705,0,0,0,0,0,1,0,0,0
2713,1,0,1,1,0,0,1,0,0
2720,0,0,1,0,1,0,0,0,0
2724,0,0,1,0,0,1,0,0,1
2725,0,0,0,1,0,0,0,0,0
2726,0,1,0,0,1,1,0,0,0
2728,0,0,0,0,1,0,0,0,0
2734,0,1,0,0,0,0,0,0,0
2735,0,0,0,0,1,1,0,1,0
2737,0,0,0,0,1,0,1,0,0
2738,0,0,0,0,0,1,0,0,0
2740,0,0,0,0,1,0,0,0,0
2741,0,1,0,1,0,1,0,0,0
2743,1,0,0,0,1,1,0,0,0
2745,0,1,0,0,0,1,0,0,0
2750,0,1,0,0,0,0,0,0,0
2755,0,1,0,0,0,1,0,1,1
2756,0,0,1,1,1,1,0,1,1
2759,0,0,0,0,1,1,0,1,1
2764,0,0,0,0,0,0,1,0,0
2765,0,0,0,0,1,1,0,0,0
2766,0,1,0,1,1,1,0,1,0
2770,0,0,0,0,0,1,0,0,0
2772,0,1,0,0,0,0,0,0,0
2773,0,0,0,1,0,1,0,0,0
2774,0,0,1,0,0,0,0,0,0
2776,0,0,1,0,1,0,0,0,0
2780,0,0,0,0,0,1,0,0,0
2781,0,0,0,0,1,0,0,0,0
2786,0,0,1,0,0,0,0,0,0
2788,0,1,0,0,0,1,0,1,0
2789,0,0,1,0,1,1,0,0,0
2791,0,0,0,0,0,1,0,0,0
2793,0,0,0,0,0,1,0,0,0
2795,0,0,0,0,0,1,0,1,0
2796,0,0,0,0,0,1,0,0,0
2798,0,0,1,0,1,0,0,1,0
2801,0,1,0,0,1,1,0,0,0
2802,0,1,1,0,0,1,0,0,0
2809,1,0,0,1,0,0,0,0,0
2810,0,0,0,0,1,1,0,0,0
2816,0,0,0,0,1,0,0,0,0
2818,0,1,0,0,0,0,0,0,0
2819,0,0,0,0,1,0,0,0,0
2820,0,1,0,0,0,0,0,0,0
2826,0,0,1,0,0,0,0,0,1
2830,0,0,0,0,0,1,0,0,0
2832,0,0,1,0,1,0,0,0,1
2833,0,0,0,0,0,1,0,0,0
2842,0,0,1,0,1,0,0,0,0
2843,0,0,0,0,1,0,0,1,0
2846,0,0,1,0,1,0,0,0,0
2847,0,1,0,0,0,1,0,0,0
2848,0,1,0,0,0,0,0,0,0
2850,0,0,0,0,1,1,0,0,0
2856,0,1,0,0,0,1,0,0,0
2860,0,0,0,1,1,1,0,0,0
2863,0,0,0,0,0,1,0,0,0
2864,0,0,0,0,0,1,0,0,0
2865,0,1,0,1,0,1,0,0,0
2870,0,0,0,0,1,0,0,0,0
2872,0,0,0,0,1,1,0,1,0
2874,0,0,1,0,0,0,0,0,0
2875,0,1,0,0,1,1,0,1,0
2885,0,0,0,0,0,1,0,0,0
2886,0,1,0,0,0,1,0,0,0
2889,0,0,1,0,0,0,0,0,0
2890,0,1,0,0,0,0,0,0,0
2897,0,1,0,0,0,0,0,0,0
2899,0,1,0,0,0,1,0,0,0
2903,0,0,0,1,1,1,0,0,0
2904,0,0,0,0,1,0,0,0,0
2906,0,1,0,0,0,1,0,1,0
2908,0,1,0,0,0,1,0,0,0
2910,0,0,1,1,0,1,0,0,0
2914,1,0,1,0,1,1,0,0,0
2916,0,0,0,0,0,1,0,0,0
2917,0,0,1,0,0,0,0,0,0
2922,0,0,1,0,1,0,0,0,0
2923,0,0,1,0,0,0,0,0,0
2925,0,0,1,0,0,0,0,0,0
2927,1,0,0,0,1,0,1,0,0
2930,0,0,0,0,1,0,0,0,0
2937,0,0,1,1,0,0,0,0,1
2938,0,0,1,0,0,0,0,0,0
2939,0,0,0,0,1,0,0,0,0
2942,1,0,0,0,0,1,1,0,0
2943,0,0,1,0,0,0,0,0,0
2944,0,0,0,0,1,1,0,0,0
2945,0,0,0,0,1,1,0,0,0
2946,0,1,0,0,0,0,0,0,0
2956,0,1,0,0,0,1,0,0,0
2958,0,1,0,0,1,1,0,0,0
2960,0,0,0,0,1,0,0,0,0
2961,0,1,0,0,1,0,0,1,0
2963,0,0,1,0,1,1,0,0,1
2966,0,1,0,0,0,0,0,1,0
2967,0,0,1,0,0,0,0,0,1
2968,0,0,0,0,1,1,0,1,0
2975,0,1,0,0,1,1,0,0,0
2977,0,0,0,0,0,0,0,1,0
2978,0,1,0,0,0,1,0,0,0
2982,0,1,0,0,0,1,0,0,0
2983,0,0,1,0,1,0,0,0,0
2984,0,1,0,0,1,0,0,1,0
2989,0,0,0,0,1,0,0,0,0
2995,0,0,0,0,0,1,0,0,0
3001,0,0,1,0,1,0,0,0,0
3008,0,0,1,0,0,0,0,1,0
3009,1,0,0,0,0,1,1,0,0
3014,0,0,0,0,0,0,0,0,1
3015,0,0,0,0,0,1,0,0,0
3018,0,0,0,1,0,0,0,0,0
3019,0,1,0,0,1,0,0,0,0
3020,0,0,0,0,1,1,0,0,0
3021,0,0,0,0,1,0,0,0,0
3026,0,0,0,0,1,1,0,0,0
3029,0,0,1,0,0,0,0,0,0
3030,0,1,0,0,1,1,0,0,0
3033,0,1,0,0,0,0,0,0,0
3034,0,1,0,0,0,0,0,0,0
3040,0,1,0,0,0,0,0,0,0
3041,0,0,0,0,0,0,1,0,0
3043,0,0,0,0,0,1,0,0,0
3046,0,0,1,0,0,0,0,0,0
3048,0,0,1,0,0,0,0,0,0
3049,0,0,1,0,1,1,0,0,0
3054,0,0,1,0,0,0,0,0,0
3055,0,0,0,0,0,1,0,0,0
3060,0,1,0,0,0,1,0,0,0
3063,0,0,0,0,0,1,0,0,0
3068,0,0,1,0,0,0,0,0,0
3069,0,1,0,0,1,1,0,0,0
3075,0,0,1,0,1,1,0,0,0
3076,0,0,0,0,1,0,0,0,0
3077,0,0,1,0,0,0,0,0,0
3078,0,0,0,0,1,0,0,0,0
3079,0,0,0,0,0,1,0,0,0
3085,0,0,0,1,0,0,0,0,0
3089,0,0,1,0,0,0,0,0,0
3099,1,0,0,0,0,0,1,0,0
3102,0,1,0,1,1,1,1,0,0
3104,0,0,1,0,0,0,0,0,0
3111,0,0,1,0,0,0,0,0,0
3112,0,0,0,0,0,1,0,0,0
3114,0,0,0,0,0,1,0,0,0
3116,0,0,0,0,1,1,0,0,0
3119,0,0,0,0,1,0,0,1,0
3122,0,0,0,0,0,1,0,0,0
3123,0,0,0,0,1,1,0,0,0
3125,0,1,0,1,0,1,0,0,0
3132,0,1,0,0,0,0,0,0,0
3135,0,0,0,0,0,0,0,1,0
3139,1,0,0,0,0,0,1,0,0
3140,0,0,1,0,0,1,0,0,0
3142,0,0,0,1,0,0,0,0,0
3144,1,0,0,0,0,0,1,0,0
3145,0,0,1,0,1,0,0,1,0
3150,0,0,1,0,0,1,0,0,0
3151,0,1,0,0,0,1,0,0,0
3155,0,0,0,0,0,0,0,0,1
3157,0,0,0,0,1,0,0,0,0
3161,0,0,1,0,0,0,0,0,0
3165,0,1,0,0,0,1,0,0,0
3168,0,1,0,0,1,0,0,0,0
3171,0,0,1,0,1,1,0,1,0
3172,0,0,1,0,0,0,0,0,1
3175,0,0,0,1,0,0,0,0,0
3178,0,0,0,0,0,1,0,0,0
3179,0,1,0,1,0,1,0,0,0
3180,0,0,0,0,1,1,0,0,0
3181,0,0,1,0,1,1,0,0,0
3183,0,0,1,0,0,0,0,0,0
3187,0,0,1,0,1,0,0,0,0
3193,0,1,0,0,0,0,0,0,0
3195,0,0,0,0,0,1,0,0,0
3201,0,0,0,0,1,0,0,0,0
3203,0,0,0,1,0,0,0,0,0
3204,0,1,1,0,0,1,0,0,1
3205,0,0,0,0,1,0,0,0,0
3207,0,0,0,1,0,0,0,0,0
3209,0,0,1,0,0,0,0,0,0
3210,0,1,1,0,1,1,0,0,0
3211,0,0,1,0,0,0,0,0,0
3216,0,1,0,0,0,1,0,0,0
3220,0,0,1,0,0,0,0,0,0
3222,0,0,1,0,0,1,0,0,0
3228,1,0,0,0,0,0,1,0,0
3229,0,0,0,0,1,1,0,0,0
3231,0,0,0,0,0,1,0,0,0
3233,0,1,0,0,1,0,0,0,1
3238,0,0,0,0,1,0,0,0,0
3239,0,1,0,0,0,1,0,0,0
3240,0,0,1,0,1,0,0,0,0
3245,0,1,0,0,0,0,0,1,0
3246,0,0,0,0,0,1,0,0,0
3252,0,0,1,0,0,0,0,0,0
3253,0,0,0,0,1,0,0,1,0
3254,0,0,1,0,0,1,0,0,0
3256,0,0,0,0,1,0,0,0,0
3258,0,0,0,0,1,0,0,0,0
3260,0,0,0,0,1,0,0,0,0
3263,0,0,1,0,0,0,0,0,0
3264,0,0,1,0,0,0,0,0,0
3266,0,1,0,0,0,0,0,0,0
3268,0,0,0,0,1,0,0,0,0
3269,0,0,0,1,1,1,0,0,0
3272,0,0,0,0,0,1,0,0,0
3280,0,0,0,0,0,1,1,0,0
3283,0,1,1,0,1,1,0,1,0
3284,0,1,0,0,1,1,0,1,0
3286,0,0,1,0,1,0,0,0,1
3287,0,1,0,0,0,1,0,0,0
3297,0,0,0,0,0,1,0,0,0
3300,0,0,1,0,0,0,0,0,0
3301,1,0,0,0,0,1,1,0,0
3303,0,0,1,0,0,0,0,0,0
3304,0,0,1,0,0,0,0,0,0
3308,0,0,1,0,0,0,0,0,0
3309,0,1,0,0,0,1,0,0,0
3311,1,0,1,0,1,1,0,0,1
3312,0,0,0,0,0,1,0,0,0
3313,0,1,1,0,0,1,0,0,0
3314,0,0,0,0,0,1,0,0,0
3315,0,0,0,0,0,1,0,0,0
3318,0,0,0,0,1,1,0,0,0
3321,0,0,1,0,1,0,0,0,0
3327,0,0,0,1,0,0,0,0,0
3328,0,0,1,0,1,0,0,0,0
3329,0,1,0,0,0,1,0,0,0
3330,0,1,0,0,0,1,0,0,0
3331,0,0,0,0,0,1,0,0,0
3335,0,0,0,1,0,0,0,0,0
3336,0,0,1,0,0,0,0,0,0
3337,0,1,0,0,0,1,0,0,0
3338,0,0,1,0,0,0,0,0,0
3339,0,0,1,0,1,0,0,0,1
3340,0,0,0,0,1,0,0,0,0
3343,0,0,0,0,0,0,0,0,1
3344,0,0,0,1,0,1,0,0,0
3345,0,1,0,0,0,0,0,0,0
3346,0,0,0,0,1,1,0,0,0
3347,0,1,0,0,0,0,0,0,0
3350,0,0,0,0,1,1,0,1,0
3351,0,0,0,0,0,1,0,0,0
3357,0,0,1,1,0,0,0,0,0
3362,0,0,0,0,1,0,0,1,0
3364,0,0,0,0,1,1,0,0,0
3365,0,1,1,1,1,1,0,0,0
3366,0,0,0,0,1,0,0,0,0
3367,0,0,0,0,0,0,1,0,0
3374,0,0,0,0,0,1,0,0,0
3376,0,1,0,0,0,1,0,0,0
3379,0,0,1,0,0,0,0,0,1
3387,0,1,0,0,0,1,0,0,0
3389,0,0,0,0,1,0,0,0,0
3391,0,0,1,0,0,0,0,0,0
3393,0,0,0,0,0,0,1,0,0
3394,0,0,1,0,0,0,0,0,1
3396,0,0,1,0,0,0,0,0,0
3402,0,0,0,0,1,0,0,0,0
3405,0,0,0,0,0,0,1,0,0
3406,0,0,0,1,0,0,0,0,0
3408,0,1,0,0,1,0,0,0,0
3409,0,1,0,0,0,1,1,0,0
3421,0,0,0,0,0,1,0,0,0
3424,0,0,0,0,1,1,0,1,0
3427,0,0,0,0,1,0,0,1,0
3428,0,0,1,0,0,0,0,0,1
3430,0,1,0,0,0,1,0,0,0
3431,0,0,0,1,0,0,0,0,0
3433,0,0,1,0,0,0,0,1,1
3434,0,0,1,0,1,1,0,0,0
3438,0,0,0,1,0,0,0,0,0
3444,0,0,0,1,0,0,0,0,0
3447,0,0,0,0,0,1,0,0,0
3450,0,1,0,0,0,0,0,0,0
3451,0,0,1,0,0,1,0,0,0
3454,0,1,0,0,1,1,1,0,0
3455,0,1,0,0,1,0,0,0,0
3456,0,0,1,0,0,0,0,0,0
3458,0,0,0,0,0,1,0,0,0
3459,0,0,1,0,0,0,0,1,1
3462,0,0,0,1,1,1,0,1,0
3480,0,0,0,0,1,1,0,0,0
3482,0,0,0,0,0,1,0,1,0
3485,0,0,0,0,1,0,0,0,0
3489,0,1,0,0,0,1,0,0,0
3490,0,0,0,0,1,1,0,0,0
3492,0,0,1,0,0,0,0,0,0
3493,0,0,0,1,0,0,0,0,0
3495,0,0,1,0,0,0,0,0,0
3497,0,0,0,0,0,0,0,1,0
3501,0,0,0,0,1,0,0,0,0
3502,0,1,0,0,0,0,0,0,0
3505,0,0,1,0,1,0,0,0,0
3506,0,1,1,0,0,1,0,0,0
3509,1,0,0,0,0,0,1,1,0
3514,0,0,0,0,1,0,0,1,1
3517,0,1,0,0,1,0,0,0,0
3523,0,0,0,0,1,0,0,0,0
3524,0,1,0,0,0,0,0,0,0
3525,0,0,1,0,0,0,0,0,0
3526,0,0,1,0,0,0,0,0,0
3528,0,0,0,0,1,1,0,0,0
3532,0,1,0,0,0,0,0,0,0
3533,0,0,0,0,1,0,0,0,0
3534,0,0,1,0,1,0,0,0,1
3535,0,1,0,0,0,1,0,0,0
3539,0,0,0,1,0,0,0,0,0
3541,0,0,1,0,1,1,0,0,0
3547,0,0,0,0,0,1,0,0,0
